#chrom	chromStart	chromEnd	name	gieStain
chr17	29496757	29497219	chr17:29496856:29497119:142380836	gpos100
chr17	29508208	29508546	chr17:29508307:29508575:142380837	gpos100
chr17	29508547	29508719	chr17:29508517:29508746:142380838	gpos100
chr17	29508720	29509044	chr17:29508691:29508944:142380839	gpos100
chr17	29509376	29509681	chr17:29509475:29509708:142380840	gpos100
chr17	29509682	29509992	chr17:29509653:29509892:142380841	gpos100
chr17	29527278	29527597	chr17:29527377:29527624:142380844	gpos100
chr17	29527598	29527900	chr17:29527569:29527800:142380845	gpos100
chr17	29527921	29528244	chr17:29528020:29528273:142380846	gpos100
chr17	29528245	29528460	chr17:29528214:29528487:142380847	gpos100
chr17	29528461	29528807	chr17:29528432:29528707:142380848	gpos100
chr17	29533122	29533572	chr17:29533221:29533472:142380849	gpos100
chr17	29541335	29541775	chr17:29541434:29541675:142380851	gpos100
chr17	29545841	29546313	chr17:29545940:29546213:142380852	gpos100
chr17	29548728	29549168	chr17:29548827:29549068:142380853	gpos100
chr17	29550326	29550798	chr17:29550425:29550698:142380854	gpos100
chr17	29551971	29552288	chr17:29552070:29552316:142380855	gpos100
chr17	29552289	29552599	chr17:29552260:29552499:142380856	gpos100
chr17	29553319	29553643	chr17:29553418:29553669:142380857	gpos100
chr17	29553644	29553941	chr17:29553616:29553841:142380858	gpos100
chr17	29554100	29554397	chr17:29554199:29554424:142380859	gpos100
chr17	29554398	29554573	chr17:29554369:29554600:142380860	gpos100
chr17	29554574	29554904	chr17:29554545:29554804:142380861	gpos100
chr17	29555907	29556223	chr17:29556006:29556249:142380862	gpos100
chr17	29556224	29556405	chr17:29556196:29556432:142380863	gpos100
chr17	29556406	29556728	chr17:29556378:29556639:142380864	gpos100
chr17	29556729	29557155	chr17:29556816:29557088:142380865	gpos100
chr17	29557156	29557582	chr17:29557221:29557482:142380866	gpos100
chr17	29557726	29558170	chr17:29557825:29558070:142380867	gpos100
chr17	29558937	29559411	chr17:29559036:29559311:142380868	gpos100
chr17	29559582	29559889	chr17:29559681:29559916:142380869	gpos100
chr17	29559890	29560065	chr17:29559861:29560093:142380870	gpos100
chr17	29560066	29560362	chr17:29560037:29560262:142380871	gpos100
chr17	29562495	29562800	chr17:29562594:29562828:142380872	gpos100
chr17	29562801	29563012	chr17:29562772:29563039:142380873	gpos100
chr17	29563013	29563349	chr17:29562984:29563249:142380874	gpos100
chr17	29575792	29576135	chr17:29575891:29576162:142380875	gpos100
chr17	29576136	29576478	chr17:29576107:29576378:142380876	gpos100
chr17	29585228	29585680	chr17:29585327:29585580:142380877	gpos100
chr17	29585816	29586156	chr17:29585915:29586183:142380878	gpos100
chr17	29586157	29586488	chr17:29586129:29586388:142380879	gpos100
chr17	29587251	29587725	chr17:29587350:29587625:142380880	gpos100
chr17	29588577	29589035	chr17:29588676:29588935:142380881	gpos100
chr17	29592105	29592541	chr17:29592204:29592441:142380882	gpos100
chr17	29652674	29653010	chr17:29652773:29653037:142380886	gpos100
chr17	29653011	29653195	chr17:29652983:29653223:142380887	gpos100
chr17	29653196	29653494	chr17:29653167:29653394:142380888	gpos100
chr17	29654383	29654719	chr17:29654482:29654746:142380889	gpos100
chr17	29654720	29655017	chr17:29654692:29654917:142380890	gpos100
chr17	29657178	29657481	chr17:29657277:29657509:142380891	gpos100
chr17	29657482	29657782	chr17:29657453:29657682:142380892	gpos100
chr17	29661722	29662027	chr17:29661821:29662054:142380893	gpos100
chr17	29662028	29662372	chr17:29661999:29662272:142380894	gpos100
chr17	29663209	29663522	chr17:29663308:29663549:142380895	gpos100
chr17	29663523	29663742	chr17:29663494:29663769:142380896	gpos100
chr17	29663743	29663938	chr17:29663714:29663965:142380897	gpos100
chr17	29663939	29664257	chr17:29663910:29664165:142380898	gpos100
chr17	29664258	29664550	chr17:29664349:29664577:142380899	gpos100
chr17	29664551	29664714	chr17:29664523:29664749:142380900	gpos100
chr17	29664715	29664881	chr17:29664679:29664907:142380901	gpos100
chr17	29664882	29665099	chr17:29664855:29665125:142380902	gpos100
chr17	29665100	29665448	chr17:29665073:29665348:142380903	gpos100
chr17	29665490	29665787	chr17:29665589:29665815:142380904	gpos100
chr17	29665788	29666128	chr17:29665759:29666028:142380905	gpos100
chr17	29667387	29667831	chr17:29667486:29667731:142380906	gpos100
chr17	29669893	29670365	chr17:29669992:29670265:142380910	gpos100
chr17	29675922	29676231	chr17:29676021:29676258:142380912	gpos100
chr17	29676232	29676546	chr17:29676203:29676446:142380913	gpos100
chr17	29677047	29677511	chr17:29677146:29677411:142380914	gpos100
chr17	29679053	29679350	chr17:29679152:29679378:142380917	gpos100
chr17	29679351	29679665	chr17:29679322:29679565:142380918	gpos100
chr17	29683334	29683760	chr17:29683433:29683660:142380921	gpos100
chr17	29683842	29684150	chr17:29683941:29684176:142380922	gpos100
chr17	29684151	29684333	chr17:29684123:29684360:142380923	gpos100
chr17	29684334	29684632	chr17:29684305:29684532:142380924	gpos100
chr17	29685348	29685788	chr17:29685447:29685688:142380927	gpos100
chr17	29685847	29686315	chr17:29685946:29686215:142380928	gpos100
chr17	29687331	29687674	chr17:29687430:29687701:142380929	gpos100
chr17	29687675	29688013	chr17:29687646:29687913:142380930	gpos100
chr17	29700895	29701329	chr17:29700994:29701229:142380941	gpos100
chr17	33288307	33288749	chr17:33288406:33288649:142381275	gpos100
chr17	37844265	37844697	chr17:37844364:37844597:142381506	gpos100
chr17	37844813	37845245	chr17:37844912:37845145:142381507	gpos100
chr17	37849384	37849808	chr17:37849483:37849708:142381508	gpos100
chr17	37851109	37851571	chr17:37851208:37851471:142381509	gpos100
chr17	37863113	37863573	chr17:37863212:37863473:142381510	gpos100
chr17	37864444	37864917	chr17:37864543:37864817:142381511	gpos100
chr17	37865439	37865877	chr17:37865538:37865777:142381512	gpos100
chr17	37865936	37866244	chr17:37866035:37866271:142381513	gpos100
chr17	37866245	37866461	chr17:37866217:37866488:142381514	gpos100
chr17	37866462	37866650	chr17:37866433:37866677:142381515	gpos100
chr17	37866651	37866953	chr17:37866623:37866853:142381516	gpos100
chr17	37867961	37868262	chr17:37868060:37868293:142381517	gpos100
chr17	37868263	37868439	chr17:37868230:37868475:142381518	gpos100
chr17	37868440	37868637	chr17:37868402:37868665:142381519	gpos100
chr17	37868638	37868933	chr17:37868608:37868833:142381520	gpos100
chr17	37871411	37871711	chr17:37871510:37871738:142381521	gpos100
chr17	37871712	37871892	chr17:37871684:37871917:142381522	gpos100
chr17	37871893	37872073	chr17:37871866:37872097:142381523	gpos100
chr17	37872074	37872417	chr17:37872048:37872317:142381524	gpos100
chr17	37872422	37872762	chr17:37872521:37872789:142381525	gpos100
chr17	37872763	37873072	chr17:37872735:37872972:142381526	gpos100
chr17	37873425	37873873	chr17:37873524:37873773:142381527	gpos100
chr17	37875906	37876350	chr17:37876005:37876250:142381528	gpos100
chr17	37879444	37879750	chr17:37879543:37879776:142381529	gpos100
chr17	37879751	37879927	chr17:37879723:37879951:142381530	gpos100
chr17	37879928	37880112	chr17:37879903:37880139:142381531	gpos100
chr17	37880113	37880459	chr17:37880085:37880359:142381532	gpos100
chr17	37880847	37881183	chr17:37880946:37881210:142381533	gpos100
chr17	37881184	37881370	chr17:37881156:37881397:142381534	gpos100
chr17	37881371	37881543	chr17:37881342:37881569:142381535	gpos100
chr17	37881544	37881842	chr17:37881516:37881757:142381536	gpos100
chr17	37881843	37882302	chr17:37881927:37882202:142381537	gpos100
chr17	37882687	37883032	chr17:37882786:37883058:142381538	gpos100
chr17	37883033	37883252	chr17:37883006:37883279:142381539	gpos100
chr17	37883253	37883492	chr17:37883224:37883471:142381540	gpos100
chr17	37883493	37883742	chr17:37883513:37883768:142381541	gpos100
chr17	37883743	37883916	chr17:37883715:37883943:142381542	gpos100
chr17	37883917	37884097	chr17:37883889:37884123:142381543	gpos100
chr17	37884098	37884305	chr17:37884071:37884332:142381544	gpos100
chr17	37884306	37884616	chr17:37884277:37884516:142381545	gpos100
chr17	38436776	38437216	chr17:38436875:38437116:142381588	gpos100
chr17	39021064	39021508	chr17:39021163:39021408:142381592	gpos100
chr17	39672953	39673403	chr17:39673052:39673303:142381600	gpos100
chr17	40474166	40474474	chr17:40474265:40474501:142381626	gpos100
chr17	40474475	40474798	chr17:40474447:40474698:142381627	gpos100
chr17	40481296	40481623	chr17:40481395:40481650:142381628	gpos100
chr17	40481624	40481950	chr17:40481595:40481850:142381629	gpos100
chr17	40498453	40498905	chr17:40498552:40498805:142381630	gpos100
chr17	41197568	41197994	chr17:41197667:41197894:142381649	gpos100
chr17	41199456	41199882	chr17:41199555:41199782:142381650	gpos100
chr17	41201002	41201450	chr17:41201101:41201350:142381651	gpos100
chr17	41202950	41203380	chr17:41203049:41203280:142381652	gpos100
chr17	41208925	41209350	chr17:41209024:41209250:142381654	gpos100
chr17	41215214	41215676	chr17:41215313:41215576:142381655	gpos100
chr17	41215757	41216207	chr17:41215856:41216107:142381656	gpos100
chr17	41219489	41219951	chr17:41219588:41219851:142381657	gpos100
chr17	41222809	41223122	chr17:41222908:41223150:142381658	gpos100
chr17	41223123	41223423	chr17:41223094:41223323:142381659	gpos100
chr17	41226214	41226672	chr17:41226313:41226572:142381840	gpos100
chr17	41228363	41228793	chr17:41228462:41228693:142381841	gpos100
chr17	41234287	41234584	chr17:41234386:41234611:142381842	gpos100
chr17	41234585	41234929	chr17:41234556:41234829:142381843	gpos100
chr17	41242817	41243231	chr17:41242916:41243145:142381845	gpos100
chr17	41243232	41243515	chr17:41243317:41243543:142381846	gpos100
chr17	41243516	41243683	chr17:41243487:41243712:142381847	gpos100
chr17	41243684	41243849	chr17:41243653:41243878:142381848	gpos100
chr17	41243850	41244017	chr17:41243819:41244044:142381849	gpos100
chr17	41244018	41244183	chr17:41243989:41244215:142381850	gpos100
chr17	41244184	41244332	chr17:41244151:41244376:142381851	gpos100
chr17	41244333	41244468	chr17:41244287:41244513:142381852	gpos100
chr17	41244469	41244618	chr17:41244423:41244648:142381853	gpos100
chr17	41244619	41244769	chr17:41244587:41244812:142381854	gpos100
chr17	41244770	41244922	chr17:41244725:41244950:142381855	gpos100
chr17	41244923	41245088	chr17:41244893:41245118:142381856	gpos100
chr17	41245089	41245254	chr17:41245057:41245282:142381857	gpos100
chr17	41245255	41245422	chr17:41245225:41245450:142381858	gpos100
chr17	41245423	41245575	chr17:41245393:41245618:142381859	gpos100
chr17	41245576	41245725	chr17:41245531:41245756:142381860	gpos100
chr17	41245726	41245874	chr17:41245693:41245919:142381861	gpos100
chr17	41245875	41246020	chr17:41245829:41246054:142381862	gpos100
chr17	41246021	41246182	chr17:41245985:41246211:142381863	gpos100
chr17	41246183	41246361	chr17:41246153:41246388:142381864	gpos100
chr17	41246362	41246570	chr17:41246333:41246597:142381865	gpos100
chr17	41246571	41246759	chr17:41246543:41246786:142381866	gpos100
chr17	41246760	41247064	chr17:41246731:41246964:142381867	gpos100
chr17	41247731	41248191	chr17:41247830:41248091:142381868	gpos100
chr17	41249127	41249551	chr17:41249226:41249451:142381869	gpos100
chr17	41251568	41251866	chr17:41251667:41251893:142381870	gpos100
chr17	41251867	41252170	chr17:41251839:41252070:142381871	gpos100
chr17	41255993	41256419	chr17:41256092:41256319:142381873	gpos100
chr17	41256751	41257193	chr17:41256850:41257093:142381874	gpos100
chr17	41258339	41258783	chr17:41258438:41258683:142381875	gpos100
chr17	41275898	41276357	chr17:41275997:41276257:142381892	gpos100
chr17	41277160	41277616	chr17:41277259:41277516:142381894	gpos100
chr17	45216027	45216469	chr17:45216126:45216369:142381970	gpos100
chr17	47696290	47696718	chr17:47696389:47696618:142382224	gpos100
chr17	48940128	48940578	chr17:48940227:48940478:142382264	gpos100
chr17	54672266	54672736	chr17:54672365:54672636:142379730	gpos100
chr17	56435029	56435461	chr17:56435128:56435361:142379831	gpos100
chr17	56439721	56440165	chr17:56439820:56440065:142379832	gpos100
chr17	56440803	56441235	chr17:56440902:56441135:142379833	gpos100
chr17	56448168	56448628	chr17:56448267:56448528:142379834	gpos100
chr17	57970480	57970921	chr17:57970579:57970821:142380253	gpos100
chr17	57987715	57988169	chr17:57987814:57988069:142380254	gpos100
chr17	57989807	57990138	chr17:57989906:57990165:142380255	gpos100
chr17	57990139	57990461	chr17:57990110:57990361:142380256	gpos100
chr17	57991792	57992224	chr17:57991891:57992124:142380257	gpos100
chr17	58003595	58003928	chr17:58003694:58003955:142380259	gpos100
chr17	58003929	58004225	chr17:58003900:58004125:142380260	gpos100
chr17	58008726	58009053	chr17:58008825:58009080:142380262	gpos100
chr17	58009054	58009380	chr17:58009025:58009280:142380263	gpos100
chr17	58011368	58011670	chr17:58011467:58011698:142380264	gpos100
chr17	58011671	58011875	chr17:58011641:58011902:142380265	gpos100
chr17	58011876	58012202	chr17:58011847:58012102:142380266	gpos100
chr17	58013396	58013725	chr17:58013495:58013754:142380267	gpos100
chr17	58013726	58014068	chr17:58013695:58013968:142380268	gpos100
chr17	58022575	58023047	chr17:58022674:58022947:142380269	gpos100
chr17	58023782	58024094	chr17:58023881:58024121:142380270	gpos100
chr17	58024095	58024274	chr17:58024067:58024302:142380271	gpos100
chr17	58024275	58024580	chr17:58024245:58024480:142380272	gpos100
chr17	61908424	61908874	chr17:61908523:61908774:142380309	gpos100
chr17	62006671	62007099	chr17:62006770:62006999:142380310	gpos100
chr17	70783623	70784067	chr17:70783722:70783967:142380645	gpos100
chr17	70927553	70928018	chr17:70927652:70927918:142380648	gpos100
chr17	71488005	71488469	chr17:71488104:71488369:142380652	gpos100
chr17	71690220	71690682	chr17:71690319:71690582:142380654	gpos100
chr17	74732774	74733245	chr17:74732873:74733145:142380671	gpos100
chr17	77789921	77790345	chr17:77790020:77790245:142380682	gpos100
chr17	79573978	79574422	chr17:79574077:79574322:142380691	gpos100
chr18	0	78077248	chr1	gneg
chr18	12718459	12718912	chr18:12718558:12718812:142380181	gpos100
chr18	25027798	25028236	chr18:25027897:25028136:142380562	gpos100
chr18	25582155	25582593	chr18:25582254:25582493:142380593	gpos100
chr18	27261223	27261653	chr18:27261322:27261553:142380791	gpos100
chr18	28286418	28286864	chr18:28286517:28286764:142380798	gpos100
chr18	29310902	29311362	chr18:29311001:29311262:142380820	gpos100
chr18	30895491	30895917	chr18:30895590:30895817:142381160	gpos100
chr18	31359628	31360094	chr18:31359727:31359994:142381163	gpos100
chr18	33010808	33011268	chr18:33010907:33011168:142381267	gpos100
chr18	33048286	33048760	chr18:33048385:33048660:142381269	gpos100
chr18	34116165	34116614	chr18:34116264:34116514:142381283	gpos100
chr18	35481220	35481649	chr18:35481319:35481549:142381290	gpos100
chr18	36040975	36041399	chr18:36041074:36041299:142381295	gpos100
chr18	36827420	36827893	chr18:36827519:36827793:142381304	gpos100
chr18	38236110	38236562	chr18:38236209:38236462:142381556	gpos100
chr18	38247740	38248164	chr18:38247839:38248064:142381557	gpos100
chr18	38629567	38629991	chr18:38629666:38629891:142381590	gpos100
chr18	39447943	39448379	chr18:39448042:39448279:142381597	gpos100
chr18	40635279	40635714	chr18:40635378:40635614:142381633	gpos100
chr18	41454669	41455125	chr18:41454768:41455025:142381901	gpos100
chr18	42281178	42281501	chr18:42281277:42281528:142381914	gpos100
chr18	42281502	42281676	chr18:42281473:42281704:142381915	gpos100
chr18	42281677	42282010	chr18:42281647:42281910:142381916	gpos100
chr18	42468140	42468574	chr18:42468239:42468474:142381917	gpos100
chr18	42529614	42529911	chr18:42529713:42529939:142381918	gpos100
chr18	42529912	42530070	chr18:42529883:42530108:142381919	gpos100
chr18	42530071	42530228	chr18:42530031:42530256:142381920	gpos100
chr18	42530229	42530381	chr18:42530199:42530424:142381921	gpos100
chr18	42530382	42530520	chr18:42530337:42530562:142381922	gpos100
chr18	42530521	42530672	chr18:42530477:42530702:142381923	gpos100
chr18	42530673	42530839	chr18:42530641:42530866:142381924	gpos100
chr18	42530840	42531011	chr18:42530811:42531037:142381925	gpos100
chr18	42531012	42531184	chr18:42530985:42531210:142381926	gpos100
chr18	42531185	42531356	chr18:42531157:42531384:142381927	gpos100
chr18	42531357	42531526	chr18:42531327:42531553:142381928	gpos100
chr18	42531527	42531695	chr18:42531499:42531724:142381929	gpos100
chr18	42531696	42531863	chr18:42531665:42531890:142381930	gpos100
chr18	42531864	42532037	chr18:42531835:42532064:142381931	gpos100
chr18	42532038	42532205	chr18:42532009:42532235:142381932	gpos100
chr18	42532206	42532371	chr18:42532175:42532401:142381933	gpos100
chr18	42532372	42532573	chr18:42532341:42532600:142381934	gpos100
chr18	42532574	42532789	chr18:42532545:42532816:142381935	gpos100
chr18	42532790	42533002	chr18:42532761:42533029:142381936	gpos100
chr18	42533003	42533223	chr18:42532975:42533250:142381937	gpos100
chr18	42533224	42533536	chr18:42533195:42533436:142381938	gpos100
chr18	42642910	42643221	chr18:42643009:42643248:142381939	gpos100
chr18	42643222	42643396	chr18:42643193:42643421:142381940	gpos100
chr18	42643397	42643621	chr18:42643371:42643646:142381941	gpos100
chr18	42643622	42643966	chr18:42643595:42643866:142381942	gpos100
chr18	43065324	43065772	chr18:43065423:43065672:142381945	gpos100
chr18	44308105	44308571	chr18:44308204:44308471:142381958	gpos100
chr18	45216773	45217237	chr18:45216872:45217137:142381971	gpos100
chr18	45368067	45368495	chr18:45368166:45368395:142381972	gpos100
chr18	45371565	45371868	chr18:45371664:45371897:142381973	gpos100
chr18	45371869	45372062	chr18:45371838:45372090:142381974	gpos100
chr18	45372063	45372391	chr18:45372034:45372291:142381975	gpos100
chr18	45374690	45374988	chr18:45374789:45375017:142381976	gpos100
chr18	45374989	45375294	chr18:45374959:45375194:142381977	gpos100
chr18	45377511	45377941	chr18:45377610:45377841:142381978	gpos100
chr18	45391224	45391676	chr18:45391323:45391576:142381979	gpos100
chr18	45394560	45394991	chr18:45394659:45394891:142381980	gpos100
chr18	45395468	45395790	chr18:45395567:45395817:142381981	gpos100
chr18	45395791	45396096	chr18:45395763:45395996:142381982	gpos100
chr18	45396714	45397184	chr18:45396813:45397084:142381983	gpos100
chr18	45422758	45423070	chr18:45422857:45423096:142381984	gpos100
chr18	45423071	45423372	chr18:45423043:45423272:142381985	gpos100
chr18	47424982	47425442	chr18:47425081:47425342:142382220	gpos100
chr18	48516387	48516819	chr18:48516486:48516719:142382230	gpos100
chr18	48573279	48573624	chr18:48573378:48573651:142382231	gpos100
chr18	48573625	48573925	chr18:48573596:48573825:142382232	gpos100
chr18	48574922	48575227	chr18:48575021:48575254:142382233	gpos100
chr18	48575228	48575550	chr18:48575199:48575470:142382234	gpos100
chr18	48575551	48575959	chr18:48575630:48575859:142382235	gpos100
chr18	48581125	48581598	chr18:48581224:48581498:142382236	gpos100
chr18	48584359	48584689	chr18:48584458:48584716:142382237	gpos100
chr18	48584690	48584993	chr18:48584662:48584893:142382238	gpos100
chr18	48586006	48586478	chr18:48586105:48586378:142382239	gpos100
chr18	48591657	48591960	chr18:48591756:48591987:142382240	gpos100
chr18	48591961	48592257	chr18:48591932:48592157:142382241	gpos100
chr18	48593209	48593510	chr18:48593308:48593537:142382242	gpos100
chr18	48593511	48593817	chr18:48593482:48593717:142382243	gpos100
chr18	48602800	48603125	chr18:48602899:48603152:142382244	gpos100
chr18	48603126	48603428	chr18:48603097:48603328:142382245	gpos100
chr18	48604492	48604808	chr18:48604591:48604835:142382246	gpos100
chr18	48604809	48605106	chr18:48604781:48605006:142382247	gpos100
chr18	49069867	49070315	chr18:49069966:49070215:142382286	gpos100
chr18	50571107	50571559	chr18:50571206:50571459:142382367	gpos100
chr18	51201552	51201990	chr18:51201651:51201890:142382370	gpos100
chr18	52599722	52600190	chr18:52599821:52600090:142379716	gpos100
chr18	53637786	53638258	chr18:53637885:53638158:142379723	gpos100
chr18	54856464	54856928	chr18:54856563:54856828:142379732	gpos100
chr18	55865102	55865540	chr18:55865201:55865440:142379789	gpos100
chr18	56708518	56708958	chr18:56708617:56708858:142379847	gpos100
chr18	57687027	57687487	chr18:57687126:57687387:142380252	gpos100
chr18	58743907	58744347	chr18:58744006:58744247:142380282	gpos100
chr18	60795729	60796154	chr18:60795828:60796054:142380288	gpos100
chr18	60847130	60847584	chr18:60847229:60847484:142380289	gpos100
chr18	60985159	60985474	chr18:60985258:60985499:142380290	gpos100
chr18	60985475	60985693	chr18:60985448:60985718:142380291	gpos100
chr18	60985694	60985904	chr18:60985668:60985929:142380292	gpos100
chr18	60985905	60986235	chr18:60985878:60986135:142380293	gpos100
chr18	61647761	61648211	chr18:61647860:61648111:142380296	gpos100
chr18	62552516	62552990	chr18:62552615:62552890:142380312	gpos100
chr18	64175911	64176342	chr18:64176010:64176242:142380320	gpos100
chr18	65175517	65175969	chr18:65175616:65175869:142380324	gpos100
chr18	65928390	65928822	chr18:65928489:65928722:142380328	gpos100
chr18	67265228	67265688	chr18:67265327:67265588:142380361	gpos100
chr18	68518351	68518820	chr18:68518450:68518720:142380383	gpos100
chr18	69040735	69041207	chr18:69040834:69041107:142380409	gpos100
chr18	72019574	72020001	chr18:72019673:72019901:142380656	gpos100
chr18	73040950	73041420	chr18:73041049:73041320:142380659	gpos100
chr18	74227651	74228125	chr18:74227750:74228025:142380666	gpos100
chr18	75295822	75296276	chr18:75295921:75296176:142380673	gpos100
chr18	76063053	76063511	chr18:76063152:76063411:142380675	gpos100
chr18	77067805	77068235	chr18:77067904:77068135:142380678	gpos100
chr18	77894714	77895141	chr18:77894813:77895041:142380683	gpos100
chr19	0	59128983	chr1	gneg
chr19	1611244	1611717	chr19:1611343:1611617:142379549	gpos100
chr19	4095248	4095693	chr19:4095347:4095593:142379661	gpos100
chr19	4097145	4097618	chr19:4097244:4097518:142379662	gpos100
chr19	4099053	4099363	chr19:4099152:4099390:142379663	gpos100
chr19	4099364	4099666	chr19:4099336:4099566:142379664	gpos100
chr19	4100801	4101116	chr19:4100900:4101143:142379665	gpos100
chr19	4101117	4101434	chr19:4101088:4101334:142379666	gpos100
chr19	4102168	4102610	chr19:4102267:4102510:142379667	gpos100
chr19	4110335	4110627	chr19:4110434:4110659:142379668	gpos100
chr19	4110628	4110945	chr19:4110594:4110845:142379669	gpos100
chr19	4117273	4117607	chr19:4117372:4117634:142379670	gpos100
chr19	4117608	4117915	chr19:4117580:4117815:142379671	gpos100
chr19	10600307	10600749	chr19:10600406:10600649:142380105	gpos100
chr19	11096733	11097067	chr19:11096832:11097092:142380114	gpos100
chr19	11097068	11097279	chr19:11097042:11097305:142380115	gpos100
chr19	11097280	11097595	chr19:11097252:11097495:142380116	gpos100
chr19	11106755	11107219	chr19:11106854:11107119:142380117	gpos100
chr19	11123491	11123957	chr19:11123590:11123857:142380118	gpos100
chr19	11132223	11132547	chr19:11132322:11132585:142380119	gpos100
chr19	11132548	11132869	chr19:11132508:11132769:142380120	gpos100
chr19	11134064	11134519	chr19:11134163:11134419:142380121	gpos100
chr19	11138324	11138768	chr19:11138423:11138668:142380122	gpos100
chr19	11141278	11141722	chr19:11141377:11141622:142380123	gpos100
chr19	11143830	11144142	chr19:11143929:11144169:142380124	gpos100
chr19	11144143	11144468	chr19:11144115:11144368:142380125	gpos100
chr19	11151846	11152183	chr19:11151945:11152211:142380126	gpos100
chr19	11152184	11152484	chr19:11152155:11152384:142380127	gpos100
chr19	14203705	14204015	chr19:14203804:14204043:142380197	gpos100
chr19	14204016	14204262	chr19:14203986:14204215:142380198	gpos100
chr19	14204263	14204524	chr19:14204309:14204556:142380199	gpos100
chr19	14204525	14204850	chr19:14204491:14204750:142380200	gpos100
chr19	14208043	14208389	chr19:14208142:14208416:142380201	gpos100
chr19	14208390	14208602	chr19:14208362:14208629:142380202	gpos100
chr19	14208603	14208916	chr19:14208574:14208816:142380203	gpos100
chr19	14211494	14211920	chr19:14211593:14211820:142380204	gpos100
chr19	14213500	14213950	chr19:14213599:14213850:142380205	gpos100
chr19	14217442	14217878	chr19:14217541:14217778:142380206	gpos100
chr19	14218028	14218456	chr19:14218127:14218356:142380207	gpos100
chr19	15164263	15164726	chr19:15164362:15164626:142380214	gpos100
chr19	15364829	15365273	chr19:15364928:15365173:142380215	gpos100
chr19	15365976	15366314	chr19:15366075:15366341:142380216	gpos100
chr19	15366315	15366634	chr19:15366287:15366534:142380217	gpos100
chr19	15366743	15367073	chr19:15366842:15367099:142380218	gpos100
chr19	15367074	15367387	chr19:15367046:15367287:142380219	gpos100
chr19	15367643	15367987	chr19:15367742:15368011:142380220	gpos100
chr19	15367988	15368295	chr19:15367962:15368195:142380221	gpos100
chr19	15373999	15374303	chr19:15374098:15374342:142380222	gpos100
chr19	15374304	15374591	chr19:15374264:15374491:142380223	gpos100
chr19	15375166	15375495	chr19:15375265:15375520:142380224	gpos100
chr19	15375496	15375814	chr19:15375469:15375714:142380225	gpos100
chr19	15376064	15376412	chr19:15376163:15376438:142380226	gpos100
chr19	15376413	15376758	chr19:15376385:15376658:142380227	gpos100
chr19	15379500	15379843	chr19:15379599:15379870:142380228	gpos100
chr19	15379844	15380184	chr19:15379815:15380084:142380229	gpos100
chr19	15383418	15383707	chr19:15383517:15383742:142380230	gpos100
chr19	15383708	15383898	chr19:15383671:15383934:142380231	gpos100
chr19	15383899	15384214	chr19:15383861:15384114:142380232	gpos100
chr19	16008152	16008598	chr19:16008251:16008498:142380429	gpos100
chr19	17937427	17937856	chr19:17937526:17937756:142380452	gpos100
chr19	17941905	17942354	chr19:17942004:17942254:142380453	gpos100
chr19	17943200	17943515	chr19:17943299:17943540:142380454	gpos100
chr19	17943516	17943840	chr19:17943489:17943740:142380455	gpos100
chr19	17945529	17945994	chr19:17945628:17945894:142380456	gpos100
chr19	17948603	17948919	chr19:17948702:17948944:142380457	gpos100
chr19	17948920	17949129	chr19:17948894:17949155:142380458	gpos100
chr19	17949130	17949469	chr19:17949102:17949369:142380459	gpos100
chr19	17950110	17950584	chr19:17950209:17950484:142380460	gpos100
chr19	17950837	17951305	chr19:17950936:17951205:142380461	gpos100
chr19	17954913	17955377	chr19:17955012:17955277:142380462	gpos100
chr19	19616654	19617118	chr19:19616753:19617018:142380476	gpos100
chr19	21991845	21992303	chr19:21991944:21992203:142380521	gpos100
chr19	24309203	24309663	chr19:24309302:24309563:142380555	gpos100
chr19	29850942	29851414	chr19:29851041:29851314:142380945	gpos100
chr19	34718465	34718889	chr19:34718564:34718789:142381284	gpos100
chr19	36727233	36727705	chr19:36727332:36727605:142381303	gpos100
chr19	40740818	40741277	chr19:40740917:40741177:142381636	gpos100
chr19	40741593	40741897	chr19:40741692:40741924:142381637	gpos100
chr19	40741898	40742200	chr19:40741870:40742100:142381638	gpos100
chr19	40745820	40746244	chr19:40745919:40746144:142381639	gpos100
chr19	40747617	40747904	chr19:40747716:40747945:142381640	gpos100
chr19	40747905	40748188	chr19:40747862:40748088:142381641	gpos100
chr19	40748251	40748534	chr19:40748350:40748575:142381642	gpos100
chr19	40748535	40748823	chr19:40748492:40748723:142381643	gpos100
chr19	40760847	40761145	chr19:40760946:40761176:142381644	gpos100
chr19	40761146	40761471	chr19:40761114:40761371:142381645	gpos100
chr19	40762699	40763123	chr19:40762798:40763023:142381646	gpos100
chr19	44980686	44981128	chr19:44980785:44981028:142381967	gpos100
chr19	45854735	45855191	chr19:45854834:45855091:142381989	gpos100
chr19	45855241	45855504	chr19:45855340:45855583:142381990	gpos100
chr19	45855505	45855613	chr19:45855424:45855698:142381991	gpos100
chr19	45855614	45855724	chr19:45855528:45855799:142381992	gpos100
chr19	45855725	45855817	chr19:45855648:45855886:142381993	gpos100
chr19	45855818	45855920	chr19:45855748:45856008:142381994	gpos100
chr19	45855921	45856011	chr19:45855832:45856066:142381995	gpos100
chr19	45856012	45856103	chr19:45855956:45856190:142381996	gpos100
chr19	45856104	45856199	chr19:45856016:45856255:142381997	gpos100
